month;category;exports;imports;balance;
1/1/1997;Food & live animals;596;1075;-479;
1/2/1997;Food & live animals;626;1085;-459;
1/3/1997;Food & live animals;601;1088;-487;
1/4/1997;Food & live animals;610;1255;-645;
1/5/1997;Food & live animals;631;1106;-475;
1/6/1997;Food & live animals;622;1041;-419;
1/7/1997;Food & live animals;593;1059;-466;
1/8/1997;Food & live animals;577;1060;-483;
1/9/1997;Food & live animals;556;1058;-502;
1/10/1997;Food & live animals;606;1053;-447;
1/11/1997;Food & live animals;573;1112;-539;
1/12/1997;Food & live animals;614;1038;-424;
1/1/1998;Food & live animals;655;1058;-403;
1/2/1998;Food & live animals;617;1042;-425;
1/3/1998;Food & live animals;631;1033;-402;
1/4/1998;Food & live animals;620;1056;-436;
1/5/1998;Food & live animals;614;1076;-462;
1/6/1998;Food & live animals;588;1055;-467;
1/7/1998;Food & live animals;598;1069;-471;
1/8/1998;Food & live animals;628;1106;-478;
1/9/1998;Food & live animals;611;1096;-485;
1/10/1998;Food & live animals;564;1083;-519;
1/11/1998;Food & live animals;585;1087;-502;
1/12/1998;Food & live animals;579;1099;-520;
1/1/1999;Food & live animals;558;1062;-504;
1/2/1999;Food & live animals;568;1122;-554;
1/3/1999;Food & live animals;571;1085;-514;
1/4/1999;Food & live animals;589;1041;-452;
1/5/1999;Food & live animals;577;1069;-492;
1/6/1999;Food & live animals;557;1120;-563;
1/7/1999;Food & live animals;547;1120;-573;
1/8/1999;Food & live animals;560;1113;-553;
1/9/1999;Food & live animals;560;1109;-549;
1/10/1999;Food & live animals;595;1112;-517;
1/11/1999;Food & live animals;558;1105;-547;
1/12/1999;Food & live animals;581;1121;-540;
1/1/2000;Food & live animals;583;1149;-566;
1/2/2000;Food & live animals;545;1069;-524;
1/3/2000;Food & live animals;545;1123;-578;
1/4/2000;Food & live animals;553;1131;-578;
1/5/2000;Food & live animals;555;1149;-594;
1/6/2000;Food & live animals;573;1114;-541;
1/7/2000;Food & live animals;588;1152;-564;
1/8/2000;Food & live animals;564;1117;-553;
1/9/2000;Food & live animals;564;1113;-549;
1/10/2000;Food & live animals;569;1130;-561;
1/11/2000;Food & live animals;578;1122;-544;
1/12/2000;Food & live animals;533;1201;-668;
1/1/2001;Food & live animals;581;1214;-633;
1/2/2001;Food & live animals;556;1250;-694;
1/3/2001;Food & live animals;535;1230;-695;
1/4/2001;Food & live animals;510;1183;-673;
1/5/2001;Food & live animals;499;1251;-752;
1/6/2001;Food & live animals;541;1225;-684;
1/7/2001;Food & live animals;531;1233;-702;
1/8/2001;Food & live animals;518;1219;-701;
1/9/2001;Food & live animals;502;1251;-749;
1/10/2001;Food & live animals;461;1254;-793;
1/11/2001;Food & live animals;494;1232;-738;
1/12/2001;Food & live animals;510;1233;-723;
1/1/2002;Food & live animals;512;1234;-722;
1/2/2002;Food & live animals;538;1259;-721;
1/3/2002;Food & live animals;554;1299;-745;
1/4/2002;Food & live animals;548;1309;-761;
1/5/2002;Food & live animals;559;1240;-681;
1/6/2002;Food & live animals;542;1279;-737;
1/7/2002;Food & live animals;564;1304;-740;
1/8/2002;Food & live animals;611;1358;-747;
1/9/2002;Food & live animals;587;1361;-774;
1/10/2002;Food & live animals;572;1333;-761;
1/11/2002;Food & live animals;569;1378;-809;
1/12/2002;Food & live animals;561;1345;-784;
1/1/2003;Food & live animals;571;1395;-824;
1/2/2003;Food & live animals;589;1410;-821;
1/3/2003;Food & live animals;572;1400;-828;
1/4/2003;Food & live animals;569;1417;-848;
1/5/2003;Food & live animals;575;1385;-810;
1/6/2003;Food & live animals;571;1438;-867;
1/7/2003;Food & live animals;582;1425;-843;
1/8/2003;Food & live animals;657;1447;-790;
1/9/2003;Food & live animals;587;1454;-867;
1/10/2003;Food & live animals;596;1469;-873;
1/11/2003;Food & live animals;603;1527;-924;
1/12/2003;Food & live animals;617;1510;-893;
1/1/2004;Food & live animals;559;1497;-938;
1/2/2004;Food & live animals;580;1493;-913;
1/3/2004;Food & live animals;588;1517;-929;
1/4/2004;Food & live animals;604;1496;-892;
1/5/2004;Food & live animals;589;1532;-943;
1/6/2004;Food & live animals;612;1522;-910;
1/7/2004;Food & live animals;609;1496;-887;
1/8/2004;Food & live animals;585;1505;-920;
1/9/2004;Food & live animals;596;1563;-967;
1/10/2004;Food & live animals;616;1533;-917;
1/11/2004;Food & live animals;669;1531;-862;
1/12/2004;Food & live animals;647;1578;-931;
1/1/2005;Food & live animals;645;1603;-958;
1/2/2005;Food & live animals;638;1602;-964;
1/3/2005;Food & live animals;616;1570;-954;
1/4/2005;Food & live animals;614;1621;-1007;
1/5/2005;Food & live animals;635;1633;-998;
1/6/2005;Food & live animals;629;1613;-984;
1/7/2005;Food & live animals;632;1645;-1013;
1/8/2005;Food & live animals;633;1642;-1009;
1/9/2005;Food & live animals;637;1627;-990;
1/10/2005;Food & live animals;639;1659;-1020;
1/11/2005;Food & live animals;614;1618;-1004;
1/12/2005;Food & live animals;646;1684;-1038;
1/1/2006;Food & live animals;655;1666;-1011;
1/2/2006;Food & live animals;636;1674;-1038;
1/3/2006;Food & live animals;635;1676;-1041;
1/4/2006;Food & live animals;650;1600;-950;
1/5/2006;Food & live animals;640;1650;-1010;
1/6/2006;Food & live animals;627;1661;-1034;
1/7/2006;Food & live animals;641;1703;-1062;
1/8/2006;Food & live animals;662;1668;-1006;
1/9/2006;Food & live animals;663;1739;-1076;
1/10/2006;Food & live animals;664;1697;-1033;
1/11/2006;Food & live animals;670;1730;-1060;
1/12/2006;Food & live animals;669;1747;-1078;
1/1/2007;Food & live animals;675;1730;-1055;
1/2/2007;Food & live animals;683;1693;-1010;
1/3/2007;Food & live animals;702;1716;-1014;
1/4/2007;Food & live animals;694;1737;-1043;
1/5/2007;Food & live animals;733;1723;-990;
1/6/2007;Food & live animals;727;1761;-1034;
1/7/2007;Food & live animals;699;1750;-1051;
1/8/2007;Food & live animals;667;1865;-1198;
1/9/2007;Food & live animals;667;1739;-1072;
1/10/2007;Food & live animals;674;1711;-1037;
1/11/2007;Food & live animals;691;1718;-1027;
1/12/2007;Food & live animals;676;1643;-967;
1/1/2008;Food & live animals;694;1740;-1046;
1/2/2008;Food & live animals;707;1742;-1035;
1/3/2008;Food & live animals;680;1751;-1071;
1/4/2008;Food & live animals;699;1783;-1084;
1/5/2008;Food & live animals;690;1724;-1034;
1/6/2008;Food & live animals;708;1774;-1066;
1/7/2008;Food & live animals;740;1798;-1058;
1/8/2008;Food & live animals;731;1724;-993;
1/9/2008;Food & live animals;750;1674;-924;
1/10/2008;Food & live animals;730;1701;-971;
1/11/2008;Food & live animals;712;1734;-1022;
1/12/2008;Food & live animals;741;1604;-863;
1/1/2009;Food & live animals;726;1715;-989;
1/2/2009;Food & live animals;746;1720;-974;
1/3/2009;Food & live animals;708;1675;-967;
1/4/2009;Food & live animals;704;1739;-1035;
1/5/2009;Food & live animals;719;1737;-1018;
1/6/2009;Food & live animals;716;1747;-1031;
1/7/2009;Food & live animals;704;1707;-1003;
1/8/2009;Food & live animals;705;1678;-973;
1/9/2009;Food & live animals;730;1687;-957;
1/10/2009;Food & live animals;712;1735;-1023;
1/11/2009;Food & live animals;733;1757;-1024;
1/12/2009;Food & live animals;733;1789;-1056;
1/1/2010;Food & live animals;737;1702;-965;
1/2/2010;Food & live animals;735;1753;-1018;
1/3/2010;Food & live animals;752;1772;-1020;
1/4/2010;Food & live animals;789;1787;-998;
1/5/2010;Food & live animals;744;1773;-1029;
1/6/2010;Food & live animals;782;1807;-1025;
1/7/2010;Food & live animals;774;1779;-1005;
1/8/2010;Food & live animals;778;1771;-993;
1/9/2010;Food & live animals;800;1772;-972;
1/10/2010;Food & live animals;779;1759;-980;
1/11/2010;Food & live animals;809;1792;-983;
1/12/2010;Food & live animals;783;1795;-1012;
1/1/2011;Food & live animals;826;1849;-1023;
1/2/2011;Food & live animals;787;1810;-1023;
1/3/2011;Food & live animals;790;1777;-987;
1/4/2011;Food & live animals;780;1782;-1002;
1/5/2011;Food & live animals;780;1833;-1053;
1/6/2011;Food & live animals;765;1702;-937;
1/7/2011;Food & live animals;761;1840;-1079;
1/8/2011;Food & live animals;782;1828;-1046;
1/9/2011;Food & live animals;761;1830;-1069;
1/10/2011;Food & live animals;767;1828;-1061;
1/11/2011;Food & live animals;775;1834;-1059;
1/12/2011;Food & live animals;797;1852;-1055;
1/1/2012;Food & live animals;746;1786;-1040;
1/2/2012;Food & live animals;740;1786;-1046;
1/3/2012;Food & live animals;754;1842;-1088;
1/4/2012;Food & live animals;733;1810;-1077;
1/5/2012;Food & live animals;738;1832;-1094;
1/6/2012;Food & live animals;715;1825;-1110;
1/7/2012;Food & live animals;755;1906;-1151;
1/8/2012;Food & live animals;754;1898;-1144;
1/9/2012;Food & live animals;780;1948;-1168;
1/10/2012;Food & live animals;734;1951;-1217;
1/11/2012;Food & live animals;731;1929;-1198;
1/12/2012;Food & live animals;749;1910;-1161;
1/1/2013;Food & live animals;737;1993;-1256;
1/2/2013;Food & live animals;740;1931;-1191;
1/3/2013;Food & live animals;752;1985;-1233;
1/4/2013;Food & live animals;742;1975;-1233;
1/5/2013;Food & live animals;779;2026;-1247;
1/6/2013;Food & live animals;800;2025;-1225;
1/7/2013;Food & live animals;765;2017;-1252;
1/8/2013;Food & live animals;761;1969;-1208;
1/9/2013;Food & live animals;757;1936;-1179;
1/10/2013;Food & live animals;769;1934;-1165;
1/11/2013;Food & live animals;820;1928;-1108;
1/12/2013;Food & live animals;794;1954;-1160;
1/1/2014;Food & live animals;808;1926;-1118;
1/2/2014;Food & live animals;794;1945;-1151;
1/3/2014;Food & live animals;782;1986;-1204;
1/4/2014;Food & live animals;813;2010;-1197;
1/5/2014;Food & live animals;801;1935;-1134;
1/6/2014;Food & live animals;803;1988;-1185;
1/7/2014;Food & live animals;823;1942;-1119;
1/8/2014;Food & live animals;813;2029;-1216;
1/9/2014;Food & live animals;818;2043;-1225;
1/10/2014;Food & live animals;829;2088;-1259;
1/11/2014;Food & live animals;822;2109;-1287;
1/12/2014;Food & live animals;835;2151;-1316;
1/1/2015;Food & live animals;837;2146;-1309;
1/2/2015;Food & live animals;880;2148;-1268;
1/3/2015;Food & live animals;869;2085;-1216;
1/4/2015;Food & live animals;840;2123;-1283;
1/5/2015;Food & live animals;824;2091;-1267;
1/6/2015;Food & live animals;842;2152;-1310;
1/7/2015;Food & live animals;826;2172;-1346;
1/8/2015;Food & live animals;842;2152;-1310;
1/9/2015;Food & live animals;851;2167;-1316;
1/10/2015;Food & live animals;838;2172;-1334;
1/11/2015;Food & live animals;798;2186;-1388;
1/12/2015;Food & live animals;789;2160;-1371;
1/1/2016;Food & live animals;826;2177;-1351;
1/2/2016;Food & live animals;834;2223;-1389;
1/3/2016;Food & live animals;848;2203;-1355;
1/4/2016;Food & live animals;879;2198;-1319;
1/5/2016;Food & live animals;886;2205;-1319;
1/6/2016;Food & live animals;848;2227;-1379;
1/7/2016;Food & live animals;841;2174;-1333;
1/8/2016;Food & live animals;873;2259;-1386;
1/9/2016;Food & live animals;842;2256;-1414;
1/10/2016;Food & live animals;821;2188;-1367;
1/11/2016;Food & live animals;856;2208;-1352;
1/12/2016;Food & live animals;865;2258;-1393;
1/1/2017;Food & live animals;862;2270;-1408;
1/2/2017;Food & live animals;861;2236;-1375;
1/3/2017;Food & live animals;858;2261;-1403;
1/4/2017;Food & live animals;843;2276;-1433;
1/5/2017;Food & live animals;875;2159;-1284;
1/6/2017;Food & live animals;873;2220;-1347;
1/7/2017;Food & live animals;880;2214;-1334;
1/8/2017;Food & live animals;870;2218;-1348;
1/9/2017;Food & live animals;895;2259;-1364;
1/10/2017;Food & live animals;868;2246;-1378;
1/11/2017;Food & live animals;889;2257;-1368;
1/12/2017;Food & live animals;892;2301;-1409;
1/1/2018;Food & live animals;898;2299;-1401;
1/2/2018;Food & live animals;884;2251;-1367;
1/3/2018;Food & live animals;883;2337;-1454;
1/4/2018;Food & live animals;874;2304;-1430;
1/5/2018;Food & live animals;873;2393;-1520;
1/6/2018;Food & live animals;886;2373;-1487;
1/7/2018;Food & live animals;884;2374;-1490;
1/8/2018;Food & live animals;881;2356;-1475;
1/9/2018;Food & live animals;873;2274;-1401;
1/10/2018;Food & live animals;894;2339;-1445;
1/11/2018;Food & live animals;913;2332;-1419;
1/12/2018;Food & live animals;889;2225;-1336;
1/1/2019;Food & live animals;908;2397;-1489;
1/2/2019;Food & live animals;950;2475;-1525;
1/3/2019;Food & live animals;1048;2538;-1490;
1/4/2019;Food & live animals;838;2367;-1529;
1/5/2019;Food & live animals;865;2276;-1411;
1/6/2019;Food & live animals;867;2164;-1297;
1/7/2019;Food & live animals;882;2230;-1348;
1/8/2019;Food & live animals;929;2288;-1359;
1/9/2019;Food & live animals;994;2325;-1331;
1/10/2019;Food & live animals;1057;2533;-1476;
1/11/2019;Food & live animals;759;2167;-1408;
1/12/2019;Food & live animals;793;2156;-1363;
1/1/2020;Food & live animals;814;2192;-1378;
1/2/2020;Food & live animals;789;2112;-1323;
1/3/2020;Food & live animals;780;2182;-1402;
1/4/2020;Food & live animals;767;2198;-1431;
1/5/2020;Food & live animals;773;2285;-1512;
1/6/2020;Food & live animals;823;2276;-1453;
1/7/2020;Food & live animals;894;2278;-1384;
1/8/2020;Food & live animals;883;2272;-1389;
1/9/2020;Food & live animals;862;2338;-1476;
1/10/2020;Food & live animals;883;2320;-1437;
1/11/2020;Food & live animals;917;2399;-1482;
1/12/2020;Food & live animals;1011;2396;-1385;
1/1/2021;Food & live animals;352;1826;-1474;
1/1/1997;Beverages & tobacco;201;345;-144;
1/2/1997;Beverages & tobacco;245;338;-93;
1/3/1997;Beverages & tobacco;220;342;-122;
1/4/1997;Beverages & tobacco;204;350;-146;
1/5/1997;Beverages & tobacco;205;347;-142;
1/6/1997;Beverages & tobacco;238;360;-122;
1/7/1997;Beverages & tobacco;225;353;-128;
1/8/1997;Beverages & tobacco;198;332;-134;
1/9/1997;Beverages & tobacco;238;353;-115;
1/10/1997;Beverages & tobacco;183;367;-184;
1/11/1997;Beverages & tobacco;202;370;-168;
1/12/1997;Beverages & tobacco;259;362;-103;
1/1/1998;Beverages & tobacco;240;373;-133;
1/2/1998;Beverages & tobacco;245;398;-153;
1/3/1998;Beverages & tobacco;209;353;-144;
1/4/1998;Beverages & tobacco;214;390;-176;
1/5/1998;Beverages & tobacco;224;409;-185;
1/6/1998;Beverages & tobacco;184;434;-250;
1/7/1998;Beverages & tobacco;195;409;-214;
1/8/1998;Beverages & tobacco;205;404;-199;
1/9/1998;Beverages & tobacco;211;410;-199;
1/10/1998;Beverages & tobacco;190;432;-242;
1/11/1998;Beverages & tobacco;168;436;-268;
1/12/1998;Beverages & tobacco;212;425;-213;
1/1/1999;Beverages & tobacco;187;435;-248;
1/2/1999;Beverages & tobacco;210;417;-207;
1/3/1999;Beverages & tobacco;213;441;-228;
1/4/1999;Beverages & tobacco;198;452;-254;
1/5/1999;Beverages & tobacco;203;460;-257;
1/6/1999;Beverages & tobacco;219;473;-254;
1/7/1999;Beverages & tobacco;207;468;-261;
1/8/1999;Beverages & tobacco;212;491;-279;
1/9/1999;Beverages & tobacco;196;490;-294;
1/10/1999;Beverages & tobacco;221;496;-275;
1/11/1999;Beverages & tobacco;269;512;-243;
1/12/1999;Beverages & tobacco;209;442;-233;
1/1/2000;Beverages & tobacco;234;455;-221;
1/2/2000;Beverages & tobacco;209;446;-237;
1/3/2000;Beverages & tobacco;213;435;-222;
1/4/2000;Beverages & tobacco;250;447;-197;
1/5/2000;Beverages & tobacco;232;430;-198;
1/6/2000;Beverages & tobacco;232;390;-158;
1/7/2000;Beverages & tobacco;237;441;-204;
1/8/2000;Beverages & tobacco;220;427;-207;
1/9/2000;Beverages & tobacco;213;422;-209;
1/10/2000;Beverages & tobacco;228;410;-182;
1/11/2000;Beverages & tobacco;218;395;-177;
1/12/2000;Beverages & tobacco;224;454;-230;
1/1/2001;Beverages & tobacco;212;420;-208;
1/2/2001;Beverages & tobacco;212;442;-230;
1/3/2001;Beverages & tobacco;208;421;-213;
1/4/2001;Beverages & tobacco;212;431;-219;
1/5/2001;Beverages & tobacco;215;437;-222;
1/6/2001;Beverages & tobacco;206;449;-243;
1/7/2001;Beverages & tobacco;212;447;-235;
1/8/2001;Beverages & tobacco;221;463;-242;
1/9/2001;Beverages & tobacco;226;474;-248;
1/10/2001;Beverages & tobacco;212;483;-271;
1/11/2001;Beverages & tobacco;245;469;-224;
1/12/2001;Beverages & tobacco;214;437;-223;
1/1/2002;Beverages & tobacco;217;450;-233;
1/2/2002;Beverages & tobacco;214;452;-238;
1/3/2002;Beverages & tobacco;227;487;-260;
1/4/2002;Beverages & tobacco;214;452;-238;
1/5/2002;Beverages & tobacco;212;455;-243;
1/6/2002;Beverages & tobacco;227;466;-239;
1/7/2002;Beverages & tobacco;228;452;-224;
1/8/2002;Beverages & tobacco;224;462;-238;
1/9/2002;Beverages & tobacco;241;447;-206;
1/10/2002;Beverages & tobacco;224;444;-220;
1/11/2002;Beverages & tobacco;235;462;-227;
1/12/2002;Beverages & tobacco;263;474;-211;
1/1/2003;Beverages & tobacco;216;509;-293;
1/2/2003;Beverages & tobacco;219;485;-266;
1/3/2003;Beverages & tobacco;254;527;-273;
1/4/2003;Beverages & tobacco;226;513;-287;
1/5/2003;Beverages & tobacco;228;504;-276;
1/6/2003;Beverages & tobacco;226;490;-264;
1/7/2003;Beverages & tobacco;213;486;-273;
1/8/2003;Beverages & tobacco;222;501;-279;
1/9/2003;Beverages & tobacco;216;516;-300;
1/10/2003;Beverages & tobacco;241;514;-273;
1/11/2003;Beverages & tobacco;244;490;-246;
1/12/2003;Beverages & tobacco;170;483;-313;
1/1/2004;Beverages & tobacco;248;490;-242;
1/2/2004;Beverages & tobacco;259;487;-228;
1/3/2004;Beverages & tobacco;239;474;-235;
1/4/2004;Beverages & tobacco;266;502;-236;
1/5/2004;Beverages & tobacco;249;487;-238;
1/6/2004;Beverages & tobacco;224;509;-285;
1/7/2004;Beverages & tobacco;255;517;-262;
1/8/2004;Beverages & tobacco;187;496;-309;
1/9/2004;Beverages & tobacco;215;497;-282;
1/10/2004;Beverages & tobacco;171;478;-307;
1/11/2004;Beverages & tobacco;168;526;-358;
1/12/2004;Beverages & tobacco;187;495;-308;
1/1/2005;Beverages & tobacco;220;499;-279;
1/2/2005;Beverages & tobacco;209;489;-280;
1/3/2005;Beverages & tobacco;200;471;-271;
1/4/2005;Beverages & tobacco;242;486;-244;
1/5/2005;Beverages & tobacco;225;477;-252;
1/6/2005;Beverages & tobacco;246;490;-244;
1/7/2005;Beverages & tobacco;212;492;-280;
1/8/2005;Beverages & tobacco;198;495;-297;
1/9/2005;Beverages & tobacco;209;490;-281;
1/10/2005;Beverages & tobacco;210;496;-286;
1/11/2005;Beverages & tobacco;197;493;-296;
1/12/2005;Beverages & tobacco;192;490;-298;
1/1/2006;Beverages & tobacco;218;493;-275;
1/2/2006;Beverages & tobacco;216;489;-273;
1/3/2006;Beverages & tobacco;217;542;-325;
1/4/2006;Beverages & tobacco;209;501;-292;
1/5/2006;Beverages & tobacco;209;513;-304;
1/6/2006;Beverages & tobacco;215;500;-285;
1/7/2006;Beverages & tobacco;233;489;-256;
1/8/2006;Beverages & tobacco;237;544;-307;
1/9/2006;Beverages & tobacco;239;515;-276;
1/10/2006;Beverages & tobacco;244;525;-281;
1/11/2006;Beverages & tobacco;279;532;-253;
1/12/2006;Beverages & tobacco;248;518;-270;
1/1/2007;Beverages & tobacco;237;531;-294;
1/2/2007;Beverages & tobacco;226;516;-290;
1/3/2007;Beverages & tobacco;238;507;-269;
1/4/2007;Beverages & tobacco;221;511;-290;
1/5/2007;Beverages & tobacco;254;525;-271;
1/6/2007;Beverages & tobacco;217;519;-302;
1/7/2007;Beverages & tobacco;270;536;-266;
1/8/2007;Beverages & tobacco;264;523;-259;
1/9/2007;Beverages & tobacco;261;534;-273;
1/10/2007;Beverages & tobacco;277;551;-274;
1/11/2007;Beverages & tobacco;268;599;-331;
1/12/2007;Beverages & tobacco;276;566;-290;
1/1/2008;Beverages & tobacco;286;567;-281;
1/2/2008;Beverages & tobacco;295;555;-260;
1/3/2008;Beverages & tobacco;237;548;-311;
1/4/2008;Beverages & tobacco;281;566;-285;
1/5/2008;Beverages & tobacco;264;562;-298;
1/6/2008;Beverages & tobacco;262;565;-303;
1/7/2008;Beverages & tobacco;257;558;-301;
1/8/2008;Beverages & tobacco;259;539;-280;
1/9/2008;Beverages & tobacco;315;557;-242;
1/10/2008;Beverages & tobacco;276;507;-231;
1/11/2008;Beverages & tobacco;234;500;-266;
1/12/2008;Beverages & tobacco;235;481;-246;
1/1/2009;Beverages & tobacco;267;498;-231;
1/2/2009;Beverages & tobacco;243;509;-266;
1/3/2009;Beverages & tobacco;205;516;-311;
1/4/2009;Beverages & tobacco;234;539;-305;
1/5/2009;Beverages & tobacco;241;496;-255;
1/6/2009;Beverages & tobacco;245;511;-266;
1/7/2009;Beverages & tobacco;221;491;-270;
1/8/2009;Beverages & tobacco;238;524;-286;
1/9/2009;Beverages & tobacco;260;490;-230;
1/10/2009;Beverages & tobacco;247;497;-250;
1/11/2009;Beverages & tobacco;246;527;-281;
1/12/2009;Beverages & tobacco;257;523;-266;
1/1/2010;Beverages & tobacco;242;525;-283;
1/2/2010;Beverages & tobacco;271;519;-248;
1/3/2010;Beverages & tobacco;262;484;-222;
1/4/2010;Beverages & tobacco;280;495;-215;
1/5/2010;Beverages & tobacco;269;517;-248;
1/6/2010;Beverages & tobacco;284;627;-343;
1/7/2010;Beverages & tobacco;263;510;-247;
1/8/2010;Beverages & tobacco;278;504;-226;
1/9/2010;Beverages & tobacco;256;521;-265;
1/10/2010;Beverages & tobacco;255;555;-300;
1/11/2010;Beverages & tobacco;266;515;-249;
1/12/2010;Beverages & tobacco;262;566;-304;
1/1/2011;Beverages & tobacco;265;495;-230;
1/2/2011;Beverages & tobacco;258;498;-240;
1/3/2011;Beverages & tobacco;274;542;-268;
1/4/2011;Beverages & tobacco;261;530;-269;
1/5/2011;Beverages & tobacco;261;561;-300;
1/6/2011;Beverages & tobacco;245;490;-245;
1/7/2011;Beverages & tobacco;255;563;-308;
1/8/2011;Beverages & tobacco;261;510;-249;
1/9/2011;Beverages & tobacco;263;569;-306;
1/10/2011;Beverages & tobacco;261;617;-356;
1/11/2011;Beverages & tobacco;281;582;-301;
1/12/2011;Beverages & tobacco;295;554;-259;
1/1/2012;Beverages & tobacco;253;572;-319;
1/2/2012;Beverages & tobacco;246;587;-341;
1/3/2012;Beverages & tobacco;256;683;-427;
1/4/2012;Beverages & tobacco;249;528;-279;
1/5/2012;Beverages & tobacco;260;506;-246;
1/6/2012;Beverages & tobacco;236;554;-318;
1/7/2012;Beverages & tobacco;271;489;-218;
1/8/2012;Beverages & tobacco;279;482;-203;
1/9/2012;Beverages & tobacco;266;499;-233;
1/10/2012;Beverages & tobacco;259;548;-289;
1/11/2012;Beverages & tobacco;268;511;-243;
1/12/2012;Beverages & tobacco;250;519;-269;
1/1/2013;Beverages & tobacco;233;494;-261;
1/2/2013;Beverages & tobacco;240;532;-292;
1/3/2013;Beverages & tobacco;232;564;-332;
1/4/2013;Beverages & tobacco;232;519;-287;
1/5/2013;Beverages & tobacco;247;527;-280;
1/6/2013;Beverages & tobacco;228;521;-293;
1/7/2013;Beverages & tobacco;229;516;-287;
1/8/2013;Beverages & tobacco;213;509;-296;
1/9/2013;Beverages & tobacco;215;520;-305;
1/10/2013;Beverages & tobacco;221;510;-289;
1/11/2013;Beverages & tobacco;205;516;-311;
1/12/2013;Beverages & tobacco;234;484;-250;
1/1/2014;Beverages & tobacco;226;518;-292;
1/2/2014;Beverages & tobacco;232;520;-288;
1/3/2014;Beverages & tobacco;226;513;-287;
1/4/2014;Beverages & tobacco;225;511;-286;
1/5/2014;Beverages & tobacco;231;528;-297;
1/6/2014;Beverages & tobacco;232;535;-303;
1/7/2014;Beverages & tobacco;213;553;-340;
1/8/2014;Beverages & tobacco;222;552;-330;
1/9/2014;Beverages & tobacco;235;534;-299;
1/10/2014;Beverages & tobacco;222;553;-331;
1/11/2014;Beverages & tobacco;219;552;-333;
1/12/2014;Beverages & tobacco;228;560;-332;
1/1/2015;Beverages & tobacco;236;539;-303;
1/2/2015;Beverages & tobacco;245;554;-309;
1/3/2015;Beverages & tobacco;236;565;-329;
1/4/2015;Beverages & tobacco;234;575;-341;
1/5/2015;Beverages & tobacco;229;561;-332;
1/6/2015;Beverages & tobacco;247;586;-339;
1/7/2015;Beverages & tobacco;249;595;-346;
1/8/2015;Beverages & tobacco;243;595;-352;
1/9/2015;Beverages & tobacco;231;602;-371;
1/10/2015;Beverages & tobacco;239;595;-356;
1/11/2015;Beverages & tobacco;250;584;-334;
1/12/2015;Beverages & tobacco;236;588;-352;
1/1/2016;Beverages & tobacco;248;574;-326;
1/2/2016;Beverages & tobacco;256;572;-316;
1/3/2016;Beverages & tobacco;242;555;-313;
1/4/2016;Beverages & tobacco;254;571;-317;
1/5/2016;Beverages & tobacco;249;585;-336;
1/6/2016;Beverages & tobacco;232;565;-333;
1/7/2016;Beverages & tobacco;229;534;-305;
1/8/2016;Beverages & tobacco;232;527;-295;
1/9/2016;Beverages & tobacco;253;538;-285;
1/10/2016;Beverages & tobacco;239;522;-283;
1/11/2016;Beverages & tobacco;232;513;-281;
1/12/2016;Beverages & tobacco;234;579;-345;
1/1/2017;Beverages & tobacco;235;572;-337;
1/2/2017;Beverages & tobacco;232;575;-343;
1/3/2017;Beverages & tobacco;240;558;-318;
1/4/2017;Beverages & tobacco;227;586;-359;
1/5/2017;Beverages & tobacco;224;585;-361;
1/6/2017;Beverages & tobacco;233;559;-326;
1/7/2017;Beverages & tobacco;253;595;-342;
1/8/2017;Beverages & tobacco;235;584;-349;
1/9/2017;Beverages & tobacco;240;587;-347;
1/10/2017;Beverages & tobacco;246;602;-356;
1/11/2017;Beverages & tobacco;230;582;-352;
1/12/2017;Beverages & tobacco;233;575;-342;
1/1/2018;Beverages & tobacco;235;586;-351;
1/2/2018;Beverages & tobacco;230;581;-351;
1/3/2018;Beverages & tobacco;241;595;-354;
1/4/2018;Beverages & tobacco;242;598;-356;
1/5/2018;Beverages & tobacco;243;588;-345;
1/6/2018;Beverages & tobacco;248;601;-353;
1/7/2018;Beverages & tobacco;244;622;-378;
1/8/2018;Beverages & tobacco;248;636;-388;
1/9/2018;Beverages & tobacco;229;595;-366;
1/10/2018;Beverages & tobacco;248;651;-403;
1/11/2018;Beverages & tobacco;264;618;-354;
1/12/2018;Beverages & tobacco;252;601;-349;
1/1/2019;Beverages & tobacco;263;688;-425;
1/2/2019;Beverages & tobacco;307;733;-426;
1/3/2019;Beverages & tobacco;311;748;-437;
1/4/2019;Beverages & tobacco;232;622;-390;
1/5/2019;Beverages & tobacco;248;623;-375;
1/6/2019;Beverages & tobacco;247;577;-330;
1/7/2019;Beverages & tobacco;246;563;-317;
1/8/2019;Beverages & tobacco;254;595;-341;
1/9/2019;Beverages & tobacco;282;647;-365;
1/10/2019;Beverages & tobacco;264;691;-427;
1/11/2019;Beverages & tobacco;217;526;-309;
1/12/2019;Beverages & tobacco;229;572;-343;
1/1/2020;Beverages & tobacco;253;604;-351;
1/2/2020;Beverages & tobacco;214;580;-366;
1/3/2020;Beverages & tobacco;207;587;-380;
1/4/2020;Beverages & tobacco;187;584;-397;
1/5/2020;Beverages & tobacco;170;595;-425;
1/6/2020;Beverages & tobacco;200;607;-407;
1/7/2020;Beverages & tobacco;229;648;-419;
1/8/2020;Beverages & tobacco;238;649;-411;
1/9/2020;Beverages & tobacco;245;655;-410;
1/10/2020;Beverages & tobacco;230;679;-449;
